x Value, y Value
0, -0.327826
0.5, -0.236297
1, -0.297316
1.5, -0.352234
2, -0.257653
2.5, -0.315622
3, -0.355285
3.5, -0.282061
4, -0.330877
4.5, -0.379692
5, -0.291214
5.5, -0.065442
6, -0.407151
6.5, -0.315622
7, -0.156971
7.5, -0.370539
8, -0.221042
8.5, -0.382743
9, -0.355285
9.5, -0.205787
10, -0.294265
10.5, -0.388845
11, -0.236297
11.5, -0.266806
12, -0.193583
12.5, -0.346132
13, -0.303418
13.5, -0.352234
14, -0.410202
14.5, -0.367488
15, -0.27901
15.5, -0.257653
16, -0.37359
16.5, -0.205787
17, -0.242399
17.5, -0.318673
18, -0.224093
18.5, -0.193583
19, -0.318673
19.5, -0.272908
20, -0.242399
20.5, -0.260704
21, -0.385794
21.5, -0.24545
22, -0.336979
22.5, -0.401049
23, -0.248501
23.5, -0.27901
24, -0.346132
24.5, -0.297316
25, -0.312571
25.5, -0.230195
26, -0.239348
26.5, -0.260704
27, -0.193583
27.5, -0.358336
28, -0.272908
28.5, -0.251552
29, -0.221042
29.5, -0.257653
30, -0.297316
30.5, -0.43461
31, -0.27901
31.5, -0.263755
32, -0.251552
32.5, -0.34003
33, -0.303418
33.5, -0.105105
34, -0.248501
34.5, -0.388845
35, -0.12036
35.5, -0.236297
36, -0.248501
36.5, -0.236297
37, -0.169175
37.5, -0.187481
38, -0.288163
38.5, -0.303418
39, -0.30952
39.5, -0.315622
40, -0.230195
40.5, -0.202736
41, -0.257653
41.5, -0.257653
42, -0.175277
42.5, -0.336979
43, -0.257653
43.5, -0.221042
44, -0.181379
44.5, -0.446814
45, -0.248501
45.5, -0.181379
46, -0.227144
46.5, -0.34003
47, -0.208838
47.5, -0.333928
48, -0.263755
48.5, -0.193583
49, -0.397998
49.5, -0.376641
50, -0.355285
50.5, -0.330877
51, -0.227144
51.5, -0.111207
52, -0.172226
52.5, -0.336979
53, -0.233246
53.5, -0.315622
54, -0.24545
54.5, -0.24545
55, -0.315622
55.5, -0.24545
56, -0.321724
56.5, -0.166124
57, -0.361386
57.5, -0.263755
58, -0.297316
58.5, -0.269857
59, -0.190532
59.5, -0.190532
60, -0.21494
60.5, -0.254603
61, -0.160022
61.5, -0.385794
62, -0.221042
62.5, -0.4041
63, -0.315622
63.5, -0.208838
64, -0.358336
64.5, -0.15392
65, -0.178328
65.5, -0.291214
66, -0.272908
66.5, -0.272908
67, -0.221042
67.5, -0.208838
68, -0.288163
68.5, -0.196634
69, -0.358336
69.5, -0.257653
70, -0.285112
70.5, -0.187481
71, -0.291214
71.5, -0.370539
72, -0.352234
72.5, -0.416304
73, -0.227144
73.5, -0.291214
74, -0.282061
74.5, -0.205787
75, -0.144768
75.5, -0.190532
76, -0.254603
76.5, -0.24545
77, -0.376641
77.5, -0.282061
78, -0.376641
78.5, -0.312571
79, -0.242399
79.5, -0.27901
80, -0.297316
80.5, -0.266806
81, -0.397998
81.5, -0.333928
82, -0.24545
82.5, -0.312571
83, -0.227144
83.5, -0.150869
84, -0.419355
84.5, -0.288163
85, -0.352234
85.5, -0.349183
86, -0.236297
86.5, -0.156971
87, -0.275959
87.5, -0.306469
88, -0.263755
88.5, -0.248501
89, -0.30952
89.5, -0.205787
90, -0.251552
90.5, -0.236297
91, -0.34003
91.5, -0.27901
92, -0.208838
92.5, -0.388845
93, -0.346132
93.5, -0.21494
94, -0.272908
94.5, -0.285112
95, -0.236297
95.5, -0.312571
96, -0.193583
96.5, -0.285112
97, -0.24545
97.5, -0.175277
98, -0.227144
98.5, -0.230195
99, -0.114258
99.5, -0.282061
100, -0.251552
100.5, -0.269857
101, -0.230195
101.5, -0.224093
102, -0.306469
102.5, -0.275959
103, -0.117309
103.5, -0.34003
104, -0.24545
104.5, -0.315622
105, -0.343081
105.5, -0.190532
106, -0.117309
106.5, -0.288163
107, -0.248501
107.5, -0.236297
108, -0.193583
108.5, -0.388845
109, -0.251552
109.5, -0.364437
