x Value, y Value
0, -0.401049
0.5, -0.355285
1, -0.34003
1.5, -0.358336
2, -0.34003
2.5, -0.376641
3, -0.361386
3.5, -0.352234
4, -0.391896
4.5, -0.361386
5, -0.327826
5.5, -0.349183
6, -0.370539
6.5, -0.37359
7, -0.385794
7.5, -0.370539
8, -0.355285
8.5, -0.343081
9, -0.336979
9.5, -0.358336
10, -0.370539
10.5, -0.361386
11, -0.379692
11.5, -0.367488
12, -0.315622
12.5, -0.352234
13, -0.336979
13.5, -0.346132
14, -0.388845
14.5, -0.364437
15, -0.385794
15.5, -0.352234
16, -0.315622
16.5, -0.349183
17, -0.324775
17.5, -0.358336
18, -0.379692
18.5, -0.346132
19, -0.358336
19.5, -0.358336
20, -0.324775
20.5, -0.343081
21, -0.330877
21.5, -0.358336
22, -0.388845
22.5, -0.364437
23, -0.385794
23.5, -0.358336
24, -0.306469
24.5, -0.346132
25, -0.346132
25.5, -0.358336
26, -0.382743
26.5, -0.364437
27, -0.364437
27.5, -0.367488
28, -0.336979
28.5, -0.34003
29, -0.358336
29.5, -0.361386
30, -0.367488
30.5, -0.361386
31, -0.303418
31.5, -0.361386
32, -0.349183
32.5, -0.349183
33, -0.382743
33.5, -0.358336
34, -0.367488
34.5, -0.367488
35, -0.361386
35.5, -0.358336
36, -0.355285
36.5, -0.358336
37, -0.376641
37.5, -0.361386
38, -0.367488
38.5, -0.346132
39, -0.355285
39.5, -0.336979
40, -0.367488
40.5, -0.352234
41, -0.370539
41.5, -0.355285
42, -0.382743
42.5, -0.346132
43, -0.361386
43.5, -0.343081
44, -0.364437
44.5, -0.361386
45, -0.361386
45.5, -0.370539
46, -0.358336
46.5, -0.34003
47, -0.352234
47.5, -0.355285
48, -0.367488
48.5, -0.361386
49, -0.361386
49.5, -0.379692
50, -0.355285
50.5, -0.358336
51, -0.358336
51.5, -0.349183
52, -0.352234
52.5, -0.370539
53, -0.361386
53.5, -0.367488
54, -0.364437
54.5, -0.364437
55, -0.352234
55.5, -0.346132
56, -0.358336
56.5, -0.370539
57, -0.361386
57.5, -0.355285
58, -0.364437
58.5, -0.336979
59, -0.361386
59.5, -0.358336
60, -0.352234
