x Value, y Value
0, -0.303418
0.5, -0.300367
1, -0.297316
1.5, -0.217991
2, -0.352234
2.5, -0.291214
3, -0.175277
3.5, -0.349183
4, -0.135615
4.5, -0.288163
5, -0.242399
5.5, -0.236297
6, -0.239348
6.5, -0.300367
7, -0.272908
7.5, -0.239348
8, -0.254603
8.5, -0.27901
9, -0.318673
9.5, -0.230195
10, -0.208838
10.5, -0.257653
11, -0.211889
11.5, -0.251552
12, -0.251552
12.5, -0.132564
13, -0.282061
13.5, -0.092901
14, -0.352234
14.5, -0.260704
15, -0.30952
15.5, -0.288163
16, -0.361386
16.5, -0.248501
17, -0.260704
17.5, -0.275959
18, -0.333928
18.5, -0.27901
19, -0.202736
19.5, -0.318673
20, -0.397998
20.5, -0.327826
21, -0.422406
21.5, -0.15392
22, -0.123411
22.5, -0.257653
23, -0.312571
23.5, -0.196634
24, -0.30952
24.5, -0.285112
25, -0.315622
25.5, -0.288163
26, -0.239348
26.5, -0.327826
27, -0.224093
27.5, -0.355285
28, -0.236297
28.5, -0.266806
29, -0.24545
29.5, -0.382743
30, -0.269857
30.5, -0.224093
31, -0.251552
31.5, -0.294265
32, -0.221042
32.5, -0.266806
33, -0.257653
33.5, -0.285112
34, -0.312571
34.5, -0.156971
35, -0.199685
35.5, -0.254603
36, -0.419355
36.5, -0.315622
37, -0.291214
37.5, -0.407151
38, -0.303418
38.5, -0.346132
39, -0.343081
39.5, -0.211889
40, -0.263755
40.5, -0.108156
41, -0.349183
41.5, -0.288163
42, -0.303418
42.5, -0.233246
43, -0.160022
43.5, -0.257653
44, -0.449865
44.5, -0.294265
45, -0.321724
45.5, -0.318673
46, -0.291214
46.5, -0.333928
47, -0.175277
47.5, -0.141717
48, -0.269857
48.5, -0.291214
49, -0.349183
49.5, -0.300367
50, -0.181379
50.5, -0.224093
51, -0.300367
51.5, -0.312571
52, -0.333928
52.5, -0.285112
53, -0.224093
53.5, -0.211889
54, -0.18443
54.5, -0.208838
55, -0.205787
55.5, -0.211889
56, -0.30952
56.5, -0.251552
57, -0.364437
57.5, -0.181379
58, -0.303418
58.5, -0.282061
59, -0.236297
59.5, -0.248501
60, -0.30952
60.5, -0.272908
61, -0.221042
61.5, -0.217991
62, -0.202736
62.5, -0.285112
63, -0.272908
63.5, -0.239348
64, -0.257653
64.5, -0.321724
65, -0.181379
65.5, -0.224093
66, -0.294265
66.5, -0.254603
67, -0.282061
67.5, -0.181379
68, -0.257653
68.5, -0.288163
69, -0.303418
69.5, -0.297316
70, -0.327826
70.5, -0.382743
71, -0.376641
71.5, -0.18443
72, -0.27901
72.5, -0.251552
73, -0.34003
73.5, -0.327826
74, -0.285112
74.5, -0.260704
75, -0.217991
75.5, -0.367488
76, -0.282061
76.5, -0.367488
77, -0.202736
77.5, -0.358336
78, -0.291214
78.5, -0.275959
79, -0.407151
79.5, -0.24545
80, -0.34003
80.5, -0.285112
81, -0.30952
81.5, -0.312571
82, -0.144768
82.5, -0.349183
83, -0.147819
83.5, -0.266806
84, -0.336979
84.5, -0.242399
85, -0.242399
85.5, -0.205787
86, -0.291214
86.5, -0.263755
87, -0.263755
87.5, -0.233246
88, -0.257653
88.5, -0.227144
89, -0.172226
89.5, -0.257653
90, -0.410202
90.5, -0.254603
91, -0.306469
91.5, -0.437661
92, -0.227144
92.5, -0.160022
93, -0.251552
93.5, -0.199685
94, -0.291214
94.5, -0.260704
95, -0.221042
95.5, -0.43461
96, -0.272908
96.5, -0.321724
97, -0.318673
97.5, -0.239348
98, -0.166124
98.5, -0.394947
99, -0.175277
99.5, -0.312571
100, -0.144768
100.5, -0.086799
101, -0.199685
101.5, -0.30952
102, -0.233246
102.5, -0.239348
103, -0.27901
103.5, -0.21494
104, -0.269857
104.5, -0.282061
105, -0.321724
105.5, -0.233246
106, -0.135615
106.5, -0.275959
107, -0.294265
107.5, -0.306469
108, -0.263755
108.5, -0.306469
109, -0.266806
109.5, -0.239348
110, -0.449865
110.5, -0.196634
111, -0.330877
111.5, -0.217991
112, -0.202736
112.5, -0.285112
113, -0.236297
113.5, -0.297316
114, -0.285112
114.5, -0.221042
115, -0.205787
115.5, -0.269857
116, -0.205787
116.5, -0.30952
117, -0.230195
117.5, -0.141717
118, -0.254603
118.5, -0.285112
119, -0.291214
119.5, -0.266806
120, -0.242399
120.5, -0.297316
121, -0.196634
121.5, -0.272908
122, -0.21494
122.5, -0.227144
123, -0.27901
123.5, -0.211889
124, -0.266806
124.5, -0.160022
125, -0.303418
125.5, -0.306469
126, -0.394947
126.5, -0.205787
127, -0.257653
127.5, -0.266806
128, -0.217991
128.5, -0.346132
129, -0.175277
129.5, -0.199685
130, -0.172226
130.5, -0.297316
131, -0.34003
131.5, -0.147819
132, -0.30952
132.5, -0.217991
133, -0.315622
133.5, -0.269857
134, -0.312571
134.5, -0.385794
135, -0.260704
135.5, -0.30952
136, -0.205787
136.5, -0.306469
137, -0.21494
137.5, -0.358336
138, -0.291214
138.5, -0.382743
139, -0.239348
139.5, -0.175277
140, -0.30952
140.5, -0.327826
141, -0.269857
141.5, -0.34003
142, -0.272908
142.5, -0.269857
143, -0.254603
143.5, -0.306469
144, -0.224093
144.5, -0.251552
145, -0.257653
145.5, -0.233246
146, -0.43461
146.5, -0.230195
147, -0.199685
147.5, -0.34003
148, -0.410202
148.5, -0.312571
149, -0.156971
149.5, -0.193583
150, -0.160022
150.5, -0.297316
151, -0.227144
151.5, -0.355285
152, -0.224093
152.5, -0.248501
153, -0.227144
153.5, -0.217991
154, -0.15392
154.5, -0.21494
155, -0.205787
155.5, -0.294265
156, -0.233246
156.5, -0.236297
157, -0.150869
157.5, -0.211889
158, -0.251552
158.5, -0.236297
159, -0.275959
159.5, -0.205787
160, -0.346132
160.5, -0.227144
161, -0.21494
161.5, -0.440712
162, -0.285112
162.5, -0.248501
163, -0.266806
163.5, -0.346132
164, -0.318673
164.5, -0.263755
165, -0.24545
165.5, -0.272908
166, -0.227144
166.5, -0.257653
167, -0.285112
167.5, -0.175277
168, -0.260704
168.5, -0.254603
169, -0.266806
169.5, -0.269857
170, -0.233246
170.5, -0.282061
171, -0.312571
171.5, -0.346132
172, -0.147819
172.5, -0.263755
173, -0.18443
173.5, -0.181379
174, -0.248501
174.5, -0.416304
175, -0.178328
175.5, -0.190532
176, -0.288163
176.5, -0.285112
177, -0.303418
177.5, -0.239348
178, -0.141717
178.5, -0.21494
179, -0.282061
179.5, -0.199685
180, -0.257653
180.5, -0.282061
181, -0.217991
181.5, -0.306469
182, -0.126462
182.5, -0.346132
183, -0.172226
183.5, -0.187481
184, -0.288163
184.5, -0.285112
185, -0.27901
185.5, -0.416304
186, -0.160022
186.5, -0.199685
187, -0.315622
187.5, -0.419355
188, -0.303418
188.5, -0.324775
189, -0.358336
189.5, -0.355285
190, -0.211889
190.5, -0.275959
191, -0.239348
191.5, -0.24545
192, -0.303418
192.5, -0.349183
193, -0.211889
193.5, -0.394947
194, -0.227144
194.5, -0.251552
195, -0.291214
195.5, -0.187481
196, -0.21494
196.5, -0.315622
197, -0.190532
197.5, -0.318673
198, -0.257653
198.5, -0.263755
199, -0.248501
199.5, -0.330877
200, -0.379692
200.5, -0.416304
201, -0.169175
201.5, -0.34003
202, -0.21494
202.5, -0.306469
203, -0.318673
203.5, -0.449865
204, -0.282061
204.5, -0.330877
205, -0.257653
205.5, -0.196634
206, -0.294265
206.5, -0.260704
207, -0.285112
207.5, -0.260704
208, -0.221042
208.5, -0.211889
209, -0.248501
209.5, -0.321724
210, -0.315622
210.5, -0.27901
211, -0.24545
211.5, -0.156971
212, -0.102054
212.5, -0.297316
213, -0.144768
213.5, -0.205787
214, -0.370539
214.5, -0.282061
215, -0.315622
