x Value, y Value
0, -0.330877
0.5, -0.15392
1, -0.15392
1.5, -0.248501
2, -0.230195
2.5, -0.275959
3, -0.156971
3.5, -0.260704
4, -0.300367
4.5, -0.190532
5, -0.27901
5.5, -0.254603
6, -0.205787
6.5, -0.260704
7, -0.230195
7.5, -0.364437
8, -0.260704
8.5, -0.169175
9, -0.291214
9.5, -0.105105
10, -0.172226
10.5, -0.227144
11, -0.318673
11.5, -0.324775
12, -0.318673
12.5, -0.260704
13, -0.175277
13.5, -0.315622
14, -0.21494
14.5, -0.312571
15, -0.211889
15.5, -0.297316
16, -0.306469
16.5, -0.282061
17, -0.352234
17.5, -0.251552
18, -0.275959
18.5, -0.306469
19, -0.217991
19.5, -0.239348
20, -0.239348
20.5, -0.336979
21, -0.242399
21.5, -0.266806
22, -0.391896
22.5, -0.27901
23, -0.370539
23.5, -0.361386
24, -0.178328
24.5, -0.129513
25, -0.138666
25.5, -0.202736
26, -0.425457
26.5, -0.199685
27, -0.376641
27.5, -0.266806
28, -0.300367
28.5, -0.312571
29, -0.355285
29.5, -0.269857
30, -0.330877
30.5, -0.160022
31, -0.297316
31.5, -0.202736
32, -0.297316
32.5, -0.266806
33, -0.275959
33.5, -0.208838
34, -0.37359
34.5, -0.233246
35, -0.333928
35.5, -0.211889
36, -0.105105
36.5, -0.266806
37, -0.208838
37.5, -0.336979
38, -0.193583
38.5, -0.15392
39, -0.382743
39.5, -0.367488
40, -0.239348
40.5, -0.297316
41, -0.266806
41.5, -0.211889
42, -0.376641
42.5, -0.211889
43, -0.242399
43.5, -0.21494
44, -0.303418
44.5, -0.251552
45, -0.333928
45.5, -0.202736
46, -0.300367
46.5, -0.254603
47, -0.394947
47.5, -0.221042
48, -0.266806
48.5, -0.187481
49, -0.208838
49.5, -0.30952
50, -0.24545
50.5, -0.312571
51, -0.34003
51.5, -0.294265
52, -0.294265
52.5, -0.202736
53, -0.178328
53.5, -0.248501
54, -0.333928
54.5, -0.24545
55, -0.370539
55.5, -0.346132
56, -0.358336
56.5, -0.147819
57, -0.208838
57.5, -0.315622
58, -0.294265
58.5, -0.324775
59, -0.321724
59.5, -0.263755
60, -0.202736
60.5, -0.254603
61, -0.196634
61.5, -0.230195
62, -0.263755
62.5, -0.318673
63, -0.236297
63.5, -0.227144
64, -0.224093
64.5, -0.202736
65, -0.288163
65.5, -0.346132
66, -0.355285
66.5, -0.224093
